33367,Contract Systems Analyst (Bid Ref 53923-1),1,1,Others,Contract,31 Mar 2025,02 May 2025 to 31 Mar 2026 (10 months),under InfoTech,Government T26 Contract,West Kowloon Government Offices (Yau Ma Tei),N/A - N/A,"""(T26) 1) Planning, design and implementation of IT Projects;""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TD; ;1) To manage and implement IT Projects including Mobile Field Operation System (MFOS) 1.0 & 2.0; ;2) To administer Open Data implementation, web and mobile applications , and mobile device management (MDM) solution; ;3) To provide on-going maintenance support to a number of existing TD systems; ;4) To undertake the operational support and maintenance of IT projects and Open Data implementation; ;5) To manage procurement of IT hardware, software and services; ;6) To manage and coordinate with the contractors and related parties in supporting new projects and existing systems; and ;7) To undertake other duties assigned by his/her supervisor ;""",5.0,2.0,"""1) Holder of Hong Kong University degree or equivalent; ;2) Proven experience in supporting OA Systems/IT Projects in the Government; ;3) Good knowledge for development in GCIS ;4) Good communication and English writing skill ;5) Good coaching and mentoring skill for supervision of subordinates; and ;6) Able to work independent and lead small team in IT projects. ;Technical Skills: ;. At least 5 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 4 years' experience in Web Programming (WEB); ;. At least 4 years' experience in Microsoft Active Directory Administration (ADA); ;. At least 2 years' experience in Experience in C# programming (C#P); ;. At least 2 years' experience in Internet Firewall Technical Support (IFW); ;. At least 2 years' experience in JavaScript Programming (JAP); ;. At least 2 years' experience in JAVA Programming (JAV); ;. At least 2 years' experience in Microsoft SQL Server (MSS); ;. At least 2 years' experience in Network & System Management (NSM); ;. At least 2 years' experience in Server Virtualisation Technology (SVT); ;. At least 2 years' experience in Virtual Private Network (VPN). ;Non-technical Skills: ;. At least 2 years' experience in managing Government projects (MGP); ;. At least 1 year's experience in work with the Government (GOV); ;. At least 1 year's experience in project management (PRM); ;. 2 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 1 year's experience in the management and support of Government systems and services (GSS) is an advantage; ;. 1 year's experience in managing Government IT standards (ITG) is an advantage; ;. 1 year's experience in IT procurement (PRO) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,17 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33367"")",ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,GSS,,,,,,,,,,IFW,,,,,,,,,,ITG,,,,,,JAP,,JAV,,,,,,,,,,,,,,,MGP,,,,,,,MSS,,,,,,,,,NSM,,,,,,,,,,,,,,OUT,,,,,,,,,,,PRM,PRO,,,,,,,,,,,,,,,,,,,,SIM,,,,,,,,,,,,SVT,,,,,,,,,,,,,,,,,,,VPN,,,,,,,WEB,,,,,,,,
33261,Contract Systems Analyst (Bid Ref 53810-2),2,1,Others,Contract,08 Apr 2025,09 Apr 2025 to 31 Mar 2026 (11 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) To assist Senior Telecommunications Engineer to perform network, fiber and telecommunications projects of""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HKPF; ;1. Conduct feasibility studies, market research, solicit system requirements and features with all ;users and relevant working parties, consolidate until agreements are reached and project ;commenced, conduct project review with user as required. ;2. Provide cost estimation, prepare project estimations until funds are approved; conduct fund ;control and periodic reporting. ;3. Write tender specifications and conduct tender assessment and contract procurement process. ;4. Manage of contractor on site works, installation standards and project progress. ;""",5.0,1.0,"""The CSA Under the supervision of Senior Telecom Engineer or his delegated appraising officers, the ;T-Contract staff shall perform his assignment and duties and report to the supervisor under ;structured project management environment. Familiar with PRINCE II process or equivalent, project handling ;experiences in fibre, fixed and wireless communications systems, CCTV and related site implementation works, supervision of sub-contractor on site works. ; ;Security Vetting is required. ;Technical Skills: ;. At least 2 years' experience in Internet/ Intranet (INT); ;. At least 2 years' experience in Information Security Management (ISM); ;. At least 2 years' experience in Metro-Ethernet Network (MNE); ;. At least 2 years' experience in Network Design (NDN); ;. At least 2 years' experience in Network & System Management (NSM); ;. 1 year's experience in Source Control Management System (SCM) is an advantage; ;. 1 year's experience in Video Conference Technology (VCT) is an advantage; ;. 1 year's experience in Wireless Technology (WLT) is an advantage; ;. 1 year's experience in Mobile / Wireless Communication (MWC) is an advantage; ;. 1 year's experience in Multi-vendor Mission Critical System (MCS) is an advantage. ;Non-technical Skills: ;. Excellent written English is a must; ;. 1 year's experience in managing Government projects (MGP) is an advantage; ;. 1 year's experience in contract administration (CON) is an advantage; ;. 1 year's experience in Government tendering procedures (GTP) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,25 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33261"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTP,,,,,,,,,,,,,INT,,,ISM,,,,,,,,,,,,,,,,,,,,,,,MCS,,,MGP,,MNE,,,,,,,MWC,,,NDN,,,,NSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCT,,,,,,,,,,,,,,WLT,,,,
33720,Contract Systems Analyst (Bid Ref 54203-1),1,1,Application Development,Contract,07 Apr 2025,01 May 2025 to 31 Jan 2026 (9 months),under InfoTech,Government T26 Contract,Mainly at North Point Government Offices. Site visit to Data Centre may be required.,N/A - N/A,"""(T26) Development and Maintenance of Geographic Information Systems and IT service for the Survey and Mapping Office (SMO) of the Lands Department""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LandsD; ;(a) To manage the implementation of a spatial data application programming interface system, including user requirement analysis, UI design, program coding, system nursing and performance tuning;;(b) To develop data conversion tool for 2D and 3D spatial data; ;(c) To manage the server for spatial data conversion;;(d) To manage the system deployed in cloud environment including public cloud and government cloud;;(e) To prepare the document for IT service such as user manual, system specifications, and other documents;;(f) To develop and support other GIS services of SMO;;(g) To perform any other duties assigned by supervisor. ;""",7.0,4.0,"""(a) The candidate must hold a Degree in Computing, Geomatics or equivalent, awarded by a university in Hong Kong or by an overseas education institution to a Hong Kong resident;;(b) Have at least 7-year practical experience in programming with JavaScript/ JavaScript frameworks or web API application;;(c) Have at least 4-years' post-qualification experience in GIS application development and system maintenance;;(d) Have at least 4-years' experience working with the following technologies:;1) Cloud platform services (e.g., AWS, Microsoft Azure etc.);2) Azure REST API;3) ESRI ArcGIS Enterprise;4) ArcGIS API for Python;5) ArcGIS Maps SDK for JavaScript/Kotlin/Swift;6) OpenLayers, Leaflet and CesiumJS JavaScript Map libraries;7) GeoServer;8) Python development;9) PowerShell;10) Node.js;11) Gitlab CI/CD;12) Docker;13) PostgreSQL, Microsoft SQL Server;(e) Experience and knowledge in manipulating 2D and 3D spatial data in both proprietary and open format. ;Technical Skills: ;. At least 7 years' experience in HTML5 (HT5); ;. At least 7 years' experience in JavaScript Programming (JAP); ;. At least 7 years' experience in Structured Query Language (SQL); ;. At least 7 years' experience in Web Programming (WEB); ;. At least 7 years' experience in Web Services (WSV); ;. At least 4 years' experience in Geographic Information System (GIS); ;. At least 4 years' experience in ArcSDE (SDE); ;. 2 years' experience in .NET C# (NEC) is an advantage; ;. 2 years' experience in Tomcat Application Server (TOM) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in work with the Government (GOV); ;. At least 5 years' experience in the management and support of Government systems and services (GSS); ;. Good written English is a must. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 7 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,28 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33720"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIS,,GOV,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,JAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDE,,,,,,,,,,,,SQL,,,,,,,,,,TOM,,,,,,,,,,,,,,,,,,,,,,WEB,,,,,,,WSV,
31170,Contract Systems Analyst (Bid Ref 52567-3),3,1,Others,Contract,31 Mar 2025,07 Apr 2025 to 30 Jun 2025 (2 months),under InfoTech,Government T26 Contract,Ho Man Tin,N/A - N/A,"""(T26) Support to security team""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HD; ;Provide support to security team including ;- coordinate vendors to conduct IT security risk assessment ;- conduct security review, tasks involve understand the system process and data flow, identify risk and corresponding security control to address the risk, verify the implementation of security control ;- reply IT security enquiries ;""",4.0,1.0,"""1. Familiar in Government IT policies and guidelines ;2. Experienced in IT security risk assessment is preferred ;3. Experienced in liaison and coordination with different parties is preferred ;4. Possess relevant IT security professional qualifications (e.g. Certified Information Systems Auditor (CISA), Certified Information Systems Security Professional (CISSP) and Certified Information Security Professional (CISP)) is preferred ;Technical Skills: ;. At least 1 year's experience in IT Security (ITS); ;. 1 year's experience in Security Risk Assessment and Audit (SAA) is an advantage; ;. 1 year's experience in IT Security Scanning Tools (SST) is an advantage; ;. 1 year's experience in IT Application Development and Management (ADM) is an advantage. ;Non-technical Skills: ;. At least 1 year's experience in managing Government IT standards (ITG); ;. Good coordination skills is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,17 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31170"")",,ADM,,,,,,,,,,,,,,,,,,,,,,,,,CISA,,CISP,CISSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITG,,,ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAA,,,,,,,,,,,,,,,,,,,,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33475,Contract Systems Analyst (Bid Ref 53998-1),1,1,Others,Contract,03 Apr 2025,01 May 2025 to 31 Jul 2025 (3 months),under InfoTech,Government T26 Contract,"Sheung Wan, Central and Wanchai",N/A - N/A,"""(T26) (a) IT security solution implementation and support;""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;(a) Support, Test and implement IT security solutions; ;(b) Handle problems for network, servers and PCs, provide solutions and follow up with vendors as appropriate; ;(c) Carry out system administration and support for IT infrastructure, Windows servers and virtualization environment; ;(d) Carry out quality control and quality assurance, and project management duties; ;(e) Carry out network and system architecture design and evaluate new software solutions; ;(f) Provide support to the existing network infrastructure; ;(g) Monitor and carry out all phases of IT projects including feasibility study, systems analysis and design, procurement and installation of computer systems, implementation, system nursing and maintenance; ;(h) Carry out IT Security Risk Assessment and/or Audit for new implementation as well as existing IT infrastructure; ;(i) Review IT Security Policy and related documents of DoJ; ;(j) Carry out server and office relocation; and;(k) Perform any other duties (e.g. on-call support duty during non-office hours, weekends and public holidays) as may be required from time to time relevant to the implementation and maintenance support of the above and any other systems of the department. ;""",10.0,8.0,"""Candidates must possess:;;(a) At least 7 years' experience in system administration activities for Windows Servers, e.g. backup management, patch management and users account management; ;(b) At least 8 years' experience in carrying out IT project implementation in the HKSAR Government; ;(c) At least 5 years' experience in carrying out IT Security Risk Assessment and Audit exercise and other related activities such as drafting the IT Security Policy, security assessment report; ;(d) Experience in supporting Government applications; and;(e) Experience in Data Centre/Server Room/Computer Rooms design, implementation, site preparation and relocation; and;;Holder of the following qualification is a plus :;;(a) Microsoft Certified System Engineer; or;(b) Cisco Certified Network Professional (CCNP); or;(c) Cisco Certified Network Associate (CCNA); or;(d) Cisco Certified Design Professional (CCDP); or;(e) Cisco Certified Design Associate (CCDA); or;(f) Certified Information Systems Security Professional (CISSP); or;(g) Certified Information Systems Auditor (CISA); or;(h) Project Management Professional (PMP). ;Technical Skills: ;. At least 6 years' experience in IT Security (ITS); ;. At least 6 years' experience in Windows 7/8/10 (W10); ;. At least 5 years' experience in Microsoft Active Directory Administration (ADA); ;. At least 5 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 5 years' experience in e-Leave (ELE); ;. At least 5 years' experience in Networking (NET); ;. At least 5 years' experience in Security Risk Assessment (SRA); ;. At least 5 years' experience in Virtual Private Network (VPN). ;Non-technical Skills: ;. At least 5 years' experience in work with the Government (GOV); ;. At least 3 years' experience in Government procurement/disposal procedures (GPD); ;. At least 3 years' experience in IT audit (ITA); ;. At least 3 years' experience in managing Government projects (MGP). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 8 years' relevant experience in a similar post and in a comparable capacity.""",N/A,21 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33475"")",ADA,,,,,,,,,,,,,,,,CCDA,CCDP,,CCNA,CCNP,,,,,CIP,CISA,,,CISSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELE,,,,,,,,,,,GOV,GPD,,,,,,,,,,,,,,,,,,,,,ITA,,,,ITS,,,,,,,,,,,,,,,,,,,,MGP,,,,,,,,,,,,,,,NET,,,,,,,,,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRA,,,,,,,,,,,,,,,,,,,,,,,,VPN,,,,,,,,,,,,,,,
33388,Contract Systems Analyst (Bid Ref 53835-1),1,1,Application Development,Contract,01 Apr 2025,22 Apr 2025 to 31 Jan 2026 (9 months),under InfoTech,Government T26 Contract,Yau Ma Tei or Wan Chai,N/A - N/A,"""(T26) Web-based application system for Transport Department""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TD; ;To support the implementation/on-going maintenance/system enhancement of e-Services and related internal system and monitor the performance of external contractor. ;""",4.0,1.0,"""1. To assist in the project management including preparation of Project Management Plan for project implementation ;2. Possess experience and skills in design and support of IT web application systems using Enterprise Java application and modern web framework (i.e react.js) etc; ;3. To prepare and issue assignment brief for project implementation/enhancement and evaluation of proposal from vendors as well as perform quality review on the deliverables submitted by contractors ;4. To monitor the performance of external contractor for providing on-going support services and system enhancement service and perform quality review on the deliverables submitted by contractors ;5. To liaise with parties concerned (including users, contractors, computer operators, etc.) for requirement, implementation and on-going activities support ;6. To support users to conduct UAT and other testing like Load/Stress Test, penetration test, etc. ;7. To advise users on all-IT related aspects of the supported systems ;Technical Skills: ;. At least 3 years' experience in J2EE Development (JDE); ;. At least 2 years' experience in EGIS (EGI); ;. At least 2 years' experience in Electronic Service Delivery (ESD); ;. At least 1 year's experience in IT Security (ITS); ;. At least 1 year's experience in Production Database Support (PDS); ;. 2 years' experience in Server Virtualisation Technology (SVT) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in IT service/outsourcing management (OUT); ;. At least 1 year's experience in managing Government projects (MGP); ;. 1 year's experience in Government procurement/disposal procedures (GPD) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,18 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33388"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGI,,,,,ESD,,,,,,,,,GPD,,,,,,,,,,,,,,,,,,,,,,,,,ITS,,,,,,JDE,,,,,,,,,,,,,,MGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33541,Contract Systems Analyst (Bid Ref 54082-1),1,1,Others,Contract,07 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,GFS Headquarters (Lantau),N/A - N/A,"""(T26) To provide system maintenance and support for a Java based intranet web application system.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the SBU; ;The appointed staff is required to work in the following areas:;;a) to take part in all phases of computer projects including feasibility study, systems analysis and design, procurement, programming, implementation, system nursing and maintenance;;b) to analyse, design and specify program components of computer systems;;c) to prepare and conduct system testing and user acceptance;;d) to produce and maintain project documentation and specifications;;e) to perform system monitoring and tuning, system administration, database administration and their housekeeping activities;;f) to carry out enhancements, ad hoc requests and software problem fixing or upgrade;;g) to maintain and review disaster recovery plan, conduct disaster recovery drills according to the disaster recovery plan, activate and implement the disaster recovery procedures if disaster occurs; and;i) to perform IT related tasks assigned by the IT Manager and IT Officer. ;""",6.0,3.0,"""The appointed staff will work mainly in HQ and other work locations when necessary.;;Work Location details:;Headquarters (HQ), Hong Kong International Airport;Kai Tak Division (KTD), former Kai Tak Airport runway;HKCEC Heliport, Wanchai;;On-site or remote support outside normal office hours is required when necessary, which will be recompensed by time-off in lieu. ;Technical Skills: ;. At least 3 years' experience in Crystal Report (CRE); ;. At least 3 years' experience in J2EE Development (JDE); ;. At least 3 years' experience in MS ASP.NET (MSA); ;. At least 3 years' experience in Oracle RDBMS (ODB); ;. At least 3 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 3 years' experience in WebSphere Application Server (WAS). ;Non-technical Skills: ;. At least 3 years' experience in the management and support of Government systems and services (GSS); ;. Good written English is a must. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,22 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33541"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDE,,,,,KTD,,,,,,,,,,,,MSA,,,,,,,,,,,,,,,,,,ODB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS,,,,,,,,,,
33480,Contract Systems Analyst (Bid Ref 53999-1),1,1,Others,Contract,03 Apr 2025,01 May 2025 to 31 Jul 2025 (3 months),under InfoTech,Government T26 Contract,"Queensway, Wan Chai, Central",N/A - N/A,"""(T26) a) IT system projects feasibility study, development, implementation, maintenance and support.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;1. Project planning and monitoring;;2. Perform system analysis and design;;3. Supervise sub-ordinate programmers;;4. Develop program;;5. Conduct program unit test, system test and load test;;6. Produce documentation;;7. Assist user to conduct user acceptance test;;8. Conduct user training; ;9. Provide maintenance and on-going support; and;10. To maintenance and on-going support DOJ systems;11. Perform any other duties (e.g. on-call support duty during non-office hours, weekends and public holidays) as may be required from time to time relevant to the implementation and maintenance support of the above and any other systems of the department. ;""",9.0,4.0,"""- Knowledge and experience in development, implementation and support of web-based application system;- Any other duties which may be assigned for implementation of the project;- It is required to render on site support services at user offices scattered in various locations of Kowloon and Hong Kong Island. ;Technical Skills: ;. At least 9 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 9 years' experience in J2EE Development (JDE); ;. At least 9 years' experience in Java Beans Development (JVD); ;. At least 9 years' experience in Object-oriented Analysis and Design (OOA); ;. At least 6 years' experience in Oracle Application Server Admin. and Tuning (OAT). ;Non-technical Skills: ;. At least 8 years' experience in work with the Government (GOV); ;. At least 8 years' experience in the management and support of Government systems and services (GSS). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 9 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,21 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33480"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,,,,,,,,,,,,,,,,,,,GOV,,,GSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDE,,,JVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAT,,,,,,OOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33717,Contract Systems Analyst (Bid Ref 54201-1),1,1,Application Development,Contract,07 Apr 2025,01 May 2025 to 31 Jan 2026 (9 months),under InfoTech,Government T26 Contract,"Tower 1, Millennium City 1, Kwun Tong or North Point Government Offices",N/A - N/A,"""(T26) Enhancement and Maintenance of the Vehicle, Equipment, and Job Management System and different IT services for Survey and Mapping Office (SMO)""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LandsD; ;(a) To manage the implementation of the Vehicle, Equipment, and Job Management System, including user requirement analysis, UI design, program coding, system nursing and performance tuning;;(b) To manage and monitor hardware performance including web server, DB server etc. of the Vehicle, Equipment, and Job Management System;;(c) To prepare the document for IT service such as user manual, system specifications, and other documents;;(d) To provide training and manage a small development team;;(e) To develop and support other IT services of SMO;;(f) To perform any other duties assigned by supervisor. ;""",10.0,4.0,"""The applicant must:;(a) The candidate must hold a Degree in Computing, Geomatics or equivalent, awarded by a university in Hong Kong or by an overseas education institution to a Hong Kong resident;;(b) Post-graduate qualification in IT related area would be an advantage;;(c) Post-graduate qualification in IT related area will be in advance;;(d) Have 7 years' experience in systems analysis and design methodologies, such as SSADM / RAD;;(e) Have 7 years' experience in application and web development, implementation or maintenance using programming languages and various support/development tools/environments such as JavaScript, C#, MS SQL, JQuery, AJAX, Crystal Report, Team Foundation Server; ;(f) Have 7 years' experience on ASP.NET Web Development, MS .Net Core, MVC;;(g) Have 7 years' experience in database management and system administration;;(h) Able to work independently, with good communication skills, and assist the team of programmers for development; and;(i) Experience in small team management e.g. 2-3 team members. ;Technical Skills: ;. At least 7 years' experience in IT Application Development and Management (ADM); ;. At least 7 years' experience in Experience in C# programming (C#P); ;. At least 7 years' experience in JavaScript Programming (JAP); ;. At least 7 years' experience in Microsoft Internet Information Services (MIS); ;. At least 7 years' experience in Microsoft SQL Server (MSS); ;. At least 7 years' experience in .Net Development (NDE); ;. At least 7 years' experience in Visual Studio. Net (VSN); ;. At least 7 years' experience in Web Programming (WEB); ;. At least 7 years' experience in Web Services (WSV); ;. At least 4 years' experience in Crystal Report (CRE); ;. At least 4 years' experience in Data Administration (DAM); ;. At least 4 years' experience in HTML5 (HT5); ;. At least 4 years' experience in HTML version before HTML5 (HTM). ;Non-technical Skills: ;. At least 5 years' experience in work with the Government (GOV); ;. At least 5 years' experience in the management and support of Government systems and services (GSS). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,28 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33717"")",,ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRE,,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,GSS,,,,,HTM,,,,,,,,,,,,,,,,,,,,,JAP,,,,,,,,,,,,,,,,,,MIS,,,,,,MSS,,,,NDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSN,,,,,,WEB,,,,,,,WSV,
33394,Contract Project Manager (Bid Ref 53941-1),1,1,Others,Contract,01 Apr 2025,02 May 2025 to 30 Sep 2025 (4 months),under InfoTech,Government T26 Contract,Ho Man Tin,N/A - N/A,"""(T26) Project management and maintenance support for the Works Frontend System (WFS) and Other IT Systems""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HD; ;- Lead a project team and manage contractors to provide system support and maintenance services for WFS and other IT systems; ;- Perform planning, monitoring and management of new enhancement and development projects; and ;- Undertake staff resource planning and cost control to ensure projects are completed on time and met the required quality standard. ;""",15.0,6.0,"""- Proven project management experience in system implementation and support; ;- Working experience in any of the following areas is an advantage: ; - Managing systems with user size > 1,000; ; - Implementing projects of Internet of Things (IoT) or asset management; or ; - Implementing projects using agile development methodology; ;- Strong negotiation, communication and interpersonal skills; and ;- Strong analytical ability, people management and problem solving skills. ;Technical Skills: ;. At least 6 years' experience in IT Application Development and Management (ADM); ;. At least 6 years' experience in PRINCE (PRE); ;. At least 6 years' experience in SSADM (SDM); ;. At least 6 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 6 years' experience in Structured Query Language (SQL). ;Non-technical Skills: ;. At least 6 years' experience in work with the Government (GOV); ;. At least 6 years' experience in IT service/outsourcing management (OUT); ;. At least 6 years' experience in project management (PRM); ;. At least 6 years' experience in vendor management (VMG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 15 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.""",N/A,18 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33394"")",,ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,,,,,,,PRE,PRM,,,,,,,,,,,,,,,,,SDM,,,,SIM,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,VMG,,,,,,,,,,,,,,,,
