33857,Contract Senior Systems Analyst (Bid Ref 54145-1),1,1,Application Development,Contract,22 Apr 2025,02 Jun 2025 to 13 Mar 2026 (9 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) This is a CSSA position responsible for Government Electronic Trading Services (GETS) - Electronic System for Cargo Manifests (EMAN) ongoing support of service delivery that enables carriers to submit cargo manifests electronically via GETS service providers (SPs) to government departments.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;- To coordinate with GETS SPs, various government departments, EMAN contractors, and other DPO teams for support of the service delivery of EMAN, which involves giving advice on GETS SPs' performance in EMAN, coordination among GETS SPs, related government departments and EMAN contractors, and giving technical advice to government departments;- To perform quality control and assurance on contractors' deliverables and cross-check the correctness of EMAN MIS (i.e. management information system) reports provided by GETS SPs through validating whether the report results conform with the user requirements and follow the program specifications. ;""",6.0,2.0,"""Please refer to the """"Technical and Non-technical Skill Requirements"""" for details. ;Technical Skills: ;. At least 2 years' experience in Cognos (COG); ;. At least 2 years' experience in Novell eDirectory Administration (NDA); ;. At least 2 years' experience in Oracle RDBMS (ODB); ;. At least 2 years' experience in XML (XML); ;. 2 years' experience in SQL*PLUS/PL/SQL/PRO*C (OPL) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in contract administration (CON); ;. Good coordination skills is a must; ;. At least 2 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,08 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33857"")",,,,,,,,,,,,,,,,,,,,COG,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDA,,,,,,,,ODB,,,,OPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XML
33702,Contract Systems Analyst (Bid Ref 54135-1),1,1,Others,Contract,10 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) 1. Development of """"Building Information Modelling- Asset Management (BIM-AM) platform"""", which integrates Asset Management System (AM) with """"Building Information Modelling (BIM)""""""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;1. Assist in the feasibility study, user requirement elicitation, system analysis and design, integration of data retrieved from Common Data Environment (CDE), Building, Management System (BMS), Building Information Modelling (BIM) and associated IoT sensors. ;2. Take part in the software development life cycle with both the internal development team and external contractors. ;3. Collaboration and liaison with internal development teams, and external contractors, to facilitate the system integration process. ;4. Provide advice & assistance to the contractor management process. ;5. To undertake any other duties as required by supervisors.&;#8195; ;""",4.0,1.0,"""1) Degree in Information Technology, Computer Science or related discipline, awarded by a university in Hong Kong; or a degree awarded by an overseas education institution to a Hong Kong resident, equivalent or above; ;2) At least four years' post-qualification information technology experience of which two years must be in a similar post and in a comparable capacity; ;3) Experience in full system development lifecycle from project initiation, user requirement collection to system nursing; ;4) Proficient in project management, user requirement elicitation and analysis; ;5) Solid experience in contractor management; ;6) Able to work in a diversified and dynamic team environment; ;7) Strong commitment to project deadlines and delivering high-quality work; ;8) Possess experience in Web Application design, Software development and application maintenance processes including Incident, Change, Capacity, Software Quality, Deployment and Software Asset management and; ;9) Good analytical mind and problem-solving skills. Strong analytical skills and ability to derive insights from large amounts of data. ;Technical Skills: ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 4 years' experience in Project Management and Issue Tracking System (PIT); ;. At least 2 years' experience in Project Management Professional (PMP) (PMP); ;. At least 2 years' experience in Rapid Application Development Methodology (RAD); ;. At least 2 years' experience in Web Services (WSV); ;. 2 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage; ;. 2 years' experience in Web Programming (WEB) is an advantage; ;. 2 years' experience in Data Modeling (DMO) is an advantage; ;. 2 years' experience in Electronic Form (EFM) is an advantage; ;. 2 years' experience in JavaScript Programming (JAP) is an advantage; ;. 2 years' experience in Knowledge Management Technology (KMT) is an advantage; ;. 2 years' experience in Microsoft SQL Server (MSS) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 4 years' experience in IT service/outsourcing management (OUT); ;. At least 2 years' experience in people management (PMG); ;. At least 2 years' experience in project management (PRM); ;. At least 2 years' experience in vendor management (VMG); ;. 2 years' experience in project development in specified business areas (PDE) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,27 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33702"")",,ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMO,,,,,,,,,EFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAP,,,,,,,KMT,,,,,,,,,,,,,,,MSS,,,,,,,,,,,,,,,,,,,,OUT,PDE,,,,,PIT,,,PMG,PMP,,PRM,,,,,RAD,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,VMG,,,,,,,,WEB,,,,,,,,,,WSV,
33764,Contract Systems Analyst (Bid Ref 54106-1),1,1,Application Development,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Implementation of IT systems and providing application support for LR.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- This is a project-based post.;- To perform J2EE application development and maintenance and provide 7 x 24 on-call support for IT systems. ;- To perform impact analysis and implement enhancements and software upgrades.;- To conduct quality review, conduct system testing, support user acceptance test and production release, etc.;- To perform any other duties assigned by supervisor. ;""",5.0,2.0,"""- Solid hands-on experience in large-scale application development projects, especially for land registration or land conveyancing business. ;- Hands-on experience in workflow application development.;- Good command of written English and Chinese. ;Technical Skills: ;. At least 2 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 2 years' experience in Enterprise Java Beans Development (EJB); ;. At least 2 years' experience in J2EE Development (JDE); ;. At least 2 years' experience in Structured Query Language (SQL); ;. 2 years' experience in Visual Basic (VBC) is an advantage; ;. 2 years' experience in C++ (C++) is an advantage. ;Non-technical Skill: ;. At least 2 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33764"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOC,,,,,,,,,EJB,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,VBC,,,,,,,,,,,,,,,,,,,,,,
33701,Contract Systems Analyst (Bid Ref 54132-1),1,1,Others,Contract,10 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) EMSD is building a Government-Wide IoT Network (GWIN) to provide a wireless IoT sensor network throughout Hong Kong and support various innovative applications for different departments. The system processes and outputs data in high volume and velocity and comes in a wide variety and high variability.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;1. Feasibility study, user requirement elicitation, system analysis & design, implementation on information systems related to data analytic, data catalog, data ETL platform, dashboard, report generation and data visualization. ;2. Supervise the Software Development Life Cycle with the both internal development team and external contractors. ;3. Take part in hands-on implementation in various development projects and proof-of-concept technical studies. Experiments and studies on various new technologies in different platforms and software stacks. ;4. Feasibility study, user requirement elicitation, system analysis & design, IoT data format standard and guideline. ;5. Provide advice & assistance to the contractor management process. ;6. To undertake any other duties as required by supervisors. ;""",4.0,1.0,"""1. Degree or Higher diploma in computer subjects or related disciplines ;2. 4 years or above hands-on experience in IT application development of which 1 year must be in a similar post and a comparable capacity. ;3. Solid experience in IT systems design and analysis ;4. Solid experience in data analytic systems. ;5. Solid experience in IoT-related systems. ;6. Solid experience in complex system design. Analysis and design of system platform to support high loading, configurable, highly flexible, and easy to extend. ;7. Solid experience in the adoption of various software design patterns ;8. Creative, analytical, self-initiative, responsible and well-organized ;9. Good team player and leader, proactive communication with his / her teammates and subordinates ;Technical Skills: ;. At least 4 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 4 years' experience in JAVA Programming (JAV); ;. At least 4 years' experience in Structured Query Language (SQL); ;. At least 4 years' experience in Web Services (WSV); ;. 2 years' experience in Enterprise Application Integration (EAI) is an advantage; ;. 2 years' experience in HTML5 (HT5) is an advantage; ;. 2 years' experience in Unix/Linux Shell Scripting (ULS) is an advantage; ;. 2 years' experience in Unified Modeling Language (UML) is an advantage; ;. 2 years' experience in Web Programming (WEB) is an advantage; ;. 2 years' experience in J2EE Development (JDE) is an advantage; ;. 2 years' experience in Java Servlet Programming (JSP) is an advantage; ;. 2 years' experience in Linux System Administration (LIN) is an advantage; ;. 2 years' experience in Object-oriented Analysis and Design (OOA) is an advantage; ;. 2 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage. ;Non-technical Skills: ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in managing Government projects (MGP) is an advantage; ;. 1 year's experience in IT service/outsourcing management (OUT) is an advantage; ;. 1 year's experience in project management (PRM) is an advantage; ;. 1 year's experience in software testing (STM) is an advantage; ;. 1 year's experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,27 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33701"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAI,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,JAF,,,JAV,JDE,,JSP,,,,LIN,,,,,,,MGP,,,,,,,,,,,,,,,,,,,,OOA,,,,,,OUT,,,,,,,,,,,,PRM,,,,,,,,,,,,,,,,SIM,,,,SQL,,,,STM,,,,,ULS,UML,,,,,,,VMG,,,,,,,,WEB,,,,,,,,,,WSV,
33776,Contract Systems Analyst (Bid Ref 54164-1),1,1,Others,Contract,09 Apr 2025,01 May 2025 to 30 Jun 2026 (14 months),under InfoTech,Government T26 Contract,"Queensway Government Offices, Admiralty, Hong Kong",N/A - N/A,"""(T26) Development, Maintenance and Support of IT Systems for the LR""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LR; ;- To participate in the development and maintenance of IT systems to support the business and operation of the LR;;- To conduct quality review and system tests on technical products;;- To coordinate and assist users in the conduct of user acceptance tests;;- To coordinate and assist in the system deployment and rollout;;- To perform impact analysis for the system enhancements / changes;;- To handle system incidents and assist in online service resumption; and;- To provide IT support to the future operation of title registration including analysis of land records. ;""",8.0,6.0,"""- Good verbal and written communication skills in both English and Chinese;;- Solid hands-on experience in developing bilingual web application systems under UNIX/Oracle/Visual Basic/J2EE environment;;- Good analytical skills and able to work independently;;- May require working in other LR offices within HK territory and outside normal office hours (including;- Saturday, Sunday and Public Holiday); and;- Provide 7x24 on-call production system support. ;Technical Skills: ;. At least 4 years' experience in JAVA Programming (JAV); ;. At least 4 years' experience in J2EE Development (JDE); ;. At least 4 years' experience in Visual Basic (VBC); ;. At least 4 years' experience in Structured Query Language (SQL); ;. 6 months' experience in UNIX (UNX) is an advantage; ;. 6 months' experience in WebLogic Server Administration (WLG) is an advantage; ;. 6 months' experience in Web Services (WSV) is an advantage; ;. 6 months' experience in XML (XML) is an advantage; ;. 6 months' experience in Oracle RDBMS (ODB) is an advantage; ;. 6 months' experience in SQL*PLUS/PL/SQL/PRO*C (OPL) is an advantage; ;. 6 months' experience in Client/Server Application Development (C/S) is an advantage; ;. 6 months' experience in C++ (C++) is an advantage; ;. 6 months' experience in Chinese Processing (CHI) is an advantage; ;. 6 months' experience in Enterprise Java Beans Development (EJB) is an advantage; ;. 6 months' experience in FileNet (FLN) is an advantage; ;. 6 months' experience in HTML version before HTML5 (HTM) is an advantage; ;. 6 months' experience in Java Application Framework (e.g. Struts (Apache)) (JAF) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in project development in specified business areas (PDE); ;. 6 months' experience in quality assurance (QAS) is an advantage; ;. 6 months' experience in work with the Government (GOV) is an advantage; ;. 6 months' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.""",N/A,02 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33776"")",,,,,,,,,,,,,,,,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,EJB,,,,,,FLN,,,,,,GOV,,,GSS,,,,,HTM,,,,,,,,,,,,,,,,,,,JAF,,,JAV,JDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,,,,OPL,,,,,,PDE,,,,,,,,,,,,,,QAS,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,UNX,,VBC,,,,,,,,,,,,,,,WLG,,,,,,WSV,XML
33724,Contract Systems Analyst (Bid Ref 54107-1),1,1,Others,Contract,11 Apr 2025,30 May 2025 to 13 Mar 2026 (9 months),under InfoTech,Government T26 Contract,DPO offices in TWGO and Government Complex in Cheung Sha Wan,N/A - N/A,"""(T26) Network cabling infrastructure in the Government Complex is designed in form of a Structured Cabling System (SCS) which comprised of two major components namely Horizontal Cabling System and Vertical Cabling System. Horizontal Cabling System refers to the connections on the same floor while Vertical Cabling System refers to the backbone connections across different floors. Network cabling services to be provided by the term contractor, including installation, testing, production rollout, maintenance and other related services, on the same floor and across different floors within the buildings, are required for the tenants of the buildings from various Government Departments to build up their network systems.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;This is a CSA position responsible for operating, supporting and maintenance of the SCS in the Complex. ;1. Manage and maintain the centralized database/ data files containing the information of the SCS installed in the Complex and to ensure the data integrity of the database/ data files with proper change control and regular data backup. ;2. Review the cabling service requirements of the Complex tenants and manage the port assignment of the fibre cables installed in the communal equipment racks. ;3. Perform regular on-site inspection and monitoring on the cabling work performed by the contractor to oversee their performance and to enforce compliance to contractual obligations. ;4. Perform end-to-end networking troubleshooting and technical support with users by using computer networking s/w tools, or hardware tester. ;5. Perform sample testing on the SCS to ensure the quality of the SCS installed and perform troubleshooting when necessary, by using the related cable testers and tools. ;6. Work with other IT officers to coordinate with the contractor and the Complex tenants on providing technical support on the SCS in the Complex. ;""",4.0,1.0,"""1. With knowledge and experience in using Networking IT knowledge (e.g. using ping commands), Linux Server, server virtualization and Linux shell scripting. ;2. With solid knowledge and experience in IT supporting and troubleshooting Ethernet network. ;3. In addition to the permanent office located at TWGO, the staff will be required to work at the Government Complex in Cheung Sha Wan. ;4. Need to work outside office hours occasionally in scheduled and non-scheduled manner e.g. ah hoc remote or on-site support for troubleshooting and fire-fighting. ;5. Criminal record check is required. ;Technical Skills: ;. At least 2 years' experience in Ethernet (ETH); ;. At least 2 years' experience in Networking (NET); ;. At least 1 year's experience in Network & System Management (NSM); ;. At least 1 year's experience in Server Virtualisation Technology (SVT); ;. At least 6 months' experience in Unix/Linux Shell Scripting (ULS). ;Non-technical Skills: ;. Good coordination skills is an advantage; ;. 6 months' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,28 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33724"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NET,NSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVT,,,,ULS,,,,,,,,VMG,,,,,,,,,,,,,,,,,,,
33856,Contract Systems Analyst (Bid Ref 54144-1),1,1,Application Development,Contract,22 Apr 2025,02 Jun 2025 to 13 Mar 2026 (9 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) This is a CSA position responsible for providing support of service delivery of Government Electronic Trading Services (GETS) - Electronic System for Cargo Manifests (EMAN) that enables carriers to submit cargo manifests electronically via GETS service providers (SPs) to government departments.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;1. To coordinate with GETS SPs, the Customs & Excise Department, EMAN contractor, and other DPO teams for support of the service delivery of EMAN.;2. To provide support in the design of EMAN data model with reference to World Customs Organization (WCO); and support service delivery by address validation software tools for address validation and manifest screening.;3. To review the EMAN contractor's deliverables and manage their performance.;4. To render technical advice to government users and to assist them in accepting the contractor's deliverables. ;""",4.0,1.0,"""The candidate should have knowledge of WCO. Please refer to the """"Technical and Non-technical Skill Requirements"""" for other details. ;Technical Skills: ;. At least 2 years' experience in business intelligence/data mining (BDM); ;. At least 2 years' experience in Data Modeling (DMO); ;. At least 2 years' experience in Oracle RDBMS (ODB). ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 2 years' experience in work with the Government (GOV); ;. 2 years' experience in quality assurance (QAS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,08 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33856"")",,,,,,,,BDM,,,,,,,,,,,,,,,,,,,,,,,DMO,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODB,,,,,,,,,,,,,,,,,,,,,,,,QAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31427,Contract Systems Analyst (Bid Ref 52793-3),3,1,Application Development,Contract,09 Apr 2025,02 May 2025 to 31 Dec 2025 (7 months),under InfoTech,Government T26 Contract,"Tai Wai, Shatin",N/A - N/A,"""(T26) System implementation and support of web application systems in EDB.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the EDB; ;Conduct system analysis & design and technical study; ;Prepare system and project documentation; ;Project coordination and system implementation. ;""",8.0,6.0,"""At least 8 years of post-qualification experience of which a minimum of 6 years in web application systems. ;At least 3 years in education related projects. ;Technical Skills: ;. At least 5 years' experience in JAVA Programming (JAV); ;. At least 5 years' experience in Structured Query Language (SQL); ;. At least 4 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 4 years' experience in JavaScript Programming (JAP); ;. At least 3 years' experience in JavaServer Faces (JSF) (JSF); ;. At least 3 years' experience in Crystal Report (CRE). ;Non-technical Skill: ;. At least 1 year's experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.""",N/A,26 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31427"")",,,,,,,,,,,,,,,,,,,,,,CRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,JAF,JAP,,JAV,,JSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31971,Contract Systems Analyst (Bid Ref 53103-2),2,1,Others,Contract,09 Apr 2025,12 May 2025 to 31 Dec 2025 (7 months),under InfoTech,Government T26 Contract,Wanchai,N/A - N/A,"""(T26) To assist the manager in supporting and managing the operation and infrastructure of the Electronic System for Cargo Manifests (EMAN) of the Government Electronic Trading Services (GETS).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;- To provide infrastructure support services for EMAN including workstations, gateways, networks, servers, SAN, storage, database, hypervisors, virtual machines and IT security; ;- To monitor and assist the operation team in daily data center operation and to ensure the quality of the operation services for EMAN; ;- To study requirements and prepare specifications for procurement of hardware, software and maintenance services for EMAN; ;- To analyse and recommend enhancements to cope with new business requirements and technology obsolescence; ;- To work with the contractors in implementing security measures and applying security patches on EMAN; ;- To manage the service contractor in meeting the service level of EMAN; and ;- To perform tasks assigned by the line manager. ;""",4.0,1.0,"""- At least four years of post-qualification IT experience, including at least one year of experience in system implementation; and ;- Criminal record checking is required. ;Technical Skills: ;. At least 2 years' experience in IT Security (ITS); ;. At least 2 years' experience in Linux System Administration (LIN); ;. At least 2 years' experience in Network Design (NDN); ;. At least 2 years' experience in Storage Area Network (SAN); ;. At least 2 years' experience in Server Virtualisation Technology (SVT); ;. 2 years' experience in Oracle RDBMS (ODB) is an advantage. ;Non-technical Skill: ;. 1 year's experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,01 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31971"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSS,,,,,,,,,,,,,,,,,,,,,ITS,,,,,,,,,,,,,LIN,,,,,,,,,,,,,,,,,,NDN,,,,,,ODB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAN,,,,,,,,,,,,,,SVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33859,Contract Systems Analyst (Bid Ref 54188-1),1,1,Others,Contract,15 Apr 2025,19 May 2025 to 30 Sep 2025 (4 months),under InfoTech,Government T26 Contract,Hong Kong Island,N/A - N/A,"""(T26) Provide supports for talent development initiatives covering the """"IT Innovation Lab in Schools"""" Programme and the ICT Manpower Development. Needs to communicate and collaborate with other departments/bureau, the ICT industry, the tertiary institutions and the school community.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;The main job duties are as follows:;- Perform technical research study covering globalised ICT trends and emerging/prevailing IT technologies and skills, and research study on government strategies and policies in developing ICT industry and supporting IT/STEM education and talent cultivation; and to prepare research summaries.;- Collect and analyse relevant statistical figures and prepare analytical report.;- Provide technical/operation/administrative advices and supports to the """"IT Innovation Lab in Schools"""" Programme and related initiatives.;- Work with other technical support teams to manage the website content of the Student IT Corner Website and the Student Tech Zone; and to carry out periodic content review exercises with the stakeholders.;- Prepare speech, event briefs, presentation slides and related meeting materials and folders.;- Provide manning and logistics support for meetings, exhibitions, seminars and events.;- Any other duties assigned by the supervisors.;- In addition, he/she may be required to work in non-office hours on need basis. ;""",4.0,1.0,"""- Experience in ICT manpower development and nurturing of IT talent, and have basic knowledge about the various talent admission schemes and the education system of Hong Kong is preferable.;- Working experience in the government, especially in handling applications of government funding scheme is preferable.;- Experience in organising events (such as exhibition, seminar, etc.) and providing event support is preferable.;- Good knowledge of emerging technologies (such as artificial intelligence, cloud services, big data, Internet of Things, augmented reality, virtual reality, robotics building/coding, etc.) is preferable.;- Good command of written and spoken Chinese and English.;- Good communication and interpersonal skills ;Technical Skills: ;. At least 1 year's experience in System Implementation and Maintenance/Support (SIM); ;. 1 year's experience in IT Application Development and Management (ADM) is an advantage; ;. 6 months' experience in Web Hosting, Design and Maintenance (WED) is an advantage. ;Non-technical Skills: ;. At least 6 months' experience in event management (EMG); ;. Excellent written English is a must; ;. Good spoken English is a must; ;. 1 year's experience in managing Government projects (MGP) is an advantage; ;. 1 year's experience in IT advisory and promotion, e.g. exhibition, publication (APR) is an advantage; ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in IT in the community e.g. promote the use of IT/IT awareness (ITC) is an advantage; ;. 6 months' experience in IT marketing and promotion (MAR) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,08 Apr 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33859"")",,ADM,APR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMG,,,,,,,,,,GOV,,,,,,,,,,,,,,,,,,,,ITC,,,,,,,,,,,,,,,,,,,,,MAR,,,MGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WED,,,,,,,,,,
